c_num,s_num,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
2,4,23955,8.3909,315.29,524.68,433.37,45180,5.8654,519.95,1.216,234.44,452.62,437.23,443.39,2.1539,1.0405,95.582,1178,113.87,384.46,25431,9432.9,101.03,62.381,205.15,0.09623,128.26,46.491,0.10982,7.7056,355.5,225.41,2463.1,1352,3707
2,5,0.54388,1740.2,5.1595,0.33737,65.997,9.218,5.9656,1138.6,1.1727,1.5701,0.89702,3.4541,1.8982,0.99571,7.2936,0.17543,0.34482,0.87284,10.848,2.8092,0.91843,0.22843,2.1745,3.5477,0.24888,0.84567,4.1204,1.2262,64.945,1.7674,1.1876,0.64002,2.3383,1.6198
2,6,0.10124,2.7215,194.24,0.14738,78.469,65.287,4.0063,47.303,1.4563,4.3345,7.0034,91.422,4.7532,0.63104,0.59186,0.058207,561.18,0.99406,6.5252,2.9268,0.29102,0.019602,58.896,0.7153,1.114,0.20028,2.3631,0.19185,0.083815,9.0261,0.32416,0.10094,0.59777,87.554
2,7,67.151,145.64,290.99,57326,685.57,15776,16.344,1539.9,2.7719,402.52,8.1042,653.14,439.08,0.14565,0.12471,100.44,27.89,0.041571,557.25,1091.4,517,249.56,686.26,49.771,560.94,110.07,1.0892,10.516,0.47166,40.012,155.58,215.56,5894.7,1221.9
2,8,3252.4,11.421,2256.1,4506.5,36355,14527,122.08,3000.4,50.97,730.05,926.32,780.25,6971.3,2.0027,15.366,156.15,1050.9,22.907,669.85,4601.1,1869.3,439.57,859.26,594.32,9.0127,149.46,50.471,19.507,6.5606,71.963,223.4,567.67,49616,24260
2,9,133.68,66.78,77.439,77.85,2234.4,3.94E+05,19.633,521.17,11.975,56.221,10.279,150.41,97.868,9.1254,4.5801,99.027,452.12,30.666,108.41,2057.3,2012.5,41.112,371.41,100.77,2.7626,7.522,74.428,11.124,4.1746,13.268,106.73,703.05,652.58,2103.7
2,10,0.24308,298.73,11.258,0.39716,11.032,1.8054,4085,245.91,1.3168,1.7295,0.8923,11.163,3.2599,0.32729,115.02,0.27981,0.62124,1.2317,8.1426,0.62337,0.3083,0.22035,1.6998,298.51,0.19082,3.3517,3.9444,453.93,13.664,2.6221,0.88265,0.11778,2.0541,62.859
2,11,2.7083,189.97,185.45,8.5243,159.2,79.222,76.806,14850,96.425,44.784,27.013,311.4,32.666,7.3256,42.964,8.5773,5.0798,44.912,127.42,26.398,7.3645,2.4934,281.8,46.466,5.4444,10.741,13.01,21.452,15.484,53.434,12.086,5.4591,27.405,160.74
2,12,0.062986,6.9114,0.20697,0.090653,29.874,0.52526,0.6599,2062.8,6877.6,0.27105,197.62,5.2146,930.21,0.27455,0.11221,0.030501,0.054245,0.082091,1.3534,0.90194,0.3045,0.0081593,2.4672,1.0476,0.26084,0.25391,0.66168,0.015284,0.089155,3792.5,0.056434,0.45903,0.15809,61.113
2,13,0.056504,1.6639,13.671,3.1242,498.16,201.98,1.9999,63.771,5.0405,8885.1,17.626,111.23,43.759,1.0778,1.8118,0.85919,4.1459,26.503,320.18,4.6379,2.4224,3.7563,19.429,0.73737,83.695,1.3184,0.75639,0.33587,1.2424,3.202,11.589,1.2075,14.413,410.91
2,14,0.20768,1.5899,2.9347,2.2487,6.7301,27.522,0.62111,29.394,8.7941,2.177,2292.7,11.314,4.9029,0.83401,0.46667,0.014316,1.9559,0.28758,4.2724,10.317,0.44358,0.06988,28.516,0.85455,0.45223,0.062941,2.1494,0.052327,0.051084,18.371,2.1884,2.0606,1.0971,11.299
2,15,0.13367,128.47,95.196,0.69605,113.65,4.2798,1.8475,622.77,1.0912,45.868,0.68919,8729.3,4.7412,0.72071,309.08,0.35929,0.17807,3.4936,22.124,2.8254,0.44669,0.11777,11.755,26.627,2.4043,0.5996,79.326,37.272,0.32313,83.546,0.95955,0.58985,1.5062,256.54
2,16,5.3138,167.2,2194.7,106.2,810.84,69.204,12.049,16404,201.6,1047.1,401.76,3661,46469,3.5479,7.4591,2.4887,767.92,389.44,588.23,31.947,10.711,1.7844,7528.9,71.964,21.618,8.8006,8.3617,5.7959,3.4582,785.5,151.89,11.305,3300.7,4272
2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,18,0.12238,22.129,1.4932,0.040606,0.35133,3.6625,1.3982,26.537,0.17108,9.0026,0.82182,1.5441,1.9411,0.086294,872.8,0.058587,0.02173,2.213,3.394,2.1849,3.2186,0.13564,0.72938,1.1386,0.030983,17.67,0.71802,4.0617,1.8436,0.45962,0.31672,0.31462,7.44,14.89
2,19,1315.4,0.098471,24.897,3.7622,2.316,6002.8,0.0020595,33.219,0.0031697,446.71,51.03,0.24374,87.721,0.0030358,0.0033242,46846,626.12,173.57,336.85,11943,4385.7,0,26.497,0.035384,1.3911,0,0.023039,0.0010923,28.457,0.0080759,0.0081159,2550.6,331.63,629.01
2,20,6.2008,18.289,180.36,8.895,4443.6,3136.8,29.759,578.73,6.6037,92.745,20.209,61.195,62.919,8.0467,0.50979,39.216,33018,19.626,483.54,759.68,62.847,0.0023825,51.991,0,1.6493,7.8582,7.0137,5.6878,0.9727,11.475,16.028,255.7,39.315,469.99
2,21,2.9852,1.9965,13.058,0.017392,13.989,0.40913,0.16669,31.965,0.88636,7.7423,2.1535,32.005,314.03,0.22334,1.6731,0.0050135,1.7284,2015.7,62.917,2.9912,1.6295,0.055421,34.614,0.49587,1.9956,0.043216,9.6241,0.15486,0.057995,1.6576,0.93012,0.21877,9.4689,48.713
2,22,5.3714,140.14,24.929,16.341,145.05,58.883,13.498,640.12,5.7,178.65,3.4686,83.961,23.422,44.754,11.442,12.609,43.424,6.0668,11614,7.1011,4.3107,3.199,51.722,11.57,4.7194,9.4651,14.403,3.4052,11.378,9.6802,355.86,9.64,52.07,556.45
2,23,12.993,2.6938,5.9454,18.213,241.84,995.88,11.124,48.837,12.071,4.4974,1.9366,15.762,10.429,0.14587,31.501,52.44,40.047,1.9672,38.635,26022,326.8,11.504,11.231,4.6153,0.2413,0.1628,2.8378,1.0661,0.25718,1.9717,1.8325,269.52,63.626,251.47
2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3347.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,25,0.17164,8.1594,3.1933,1.2745,45.889,1426.5,0.28297,95.702,0.80741,3208.2,47.705,29.404,215.28,0.0084643,0.042183,0.0062139,500.4,0.0065868,23.752,155.21,36.712,78850,336.78,0.12728,91.737,0.00025757,0.029649,0.0014917,12.314,18.535,0.010943,0.01611,36291,482.78
2,26,3.9341,100.86,17803,8.7796,92.074,34.453,9.5169,9886.5,96.156,67.55,40.258,156.95,3313.7,2.4087,26.805,0.32094,2.9069,17.646,97.416,20.774,2.1428,0.52936,4374.4,58.716,3.8018,1.0557,5.0673,2.3503,4.2064,117.4,5.1887,3.2674,25.195,16.444
2,27,0.9152,306.6,100.87,4.6082,13.327,305.64,831.47,1658.7,74.72,23.733,71.714,256.36,123.92,2.6855,168.08,3.8396,9.4446,474.7,139.62,2.8765,5.7582,1.9275,48.38,13925,3.9093,99.265,34.21,179.04,24.26,71.617,15.685,9.2501,25.886,772.52
2,28,0.074478,1.9156,0.96314,52.881,36.628,19.265,0.094235,49.813,0.67698,281.88,300.18,20.787,2.4885,0.98664,0.038738,0.017711,0.070342,1.3775,12.441,2.1848,0.092556,0.066093,2.1375,0.1243,1897.5,0.056117,0.12471,0.017513,0.019655,232.37,0.71131,1.5155,21.417,0.54474
2,29,0,25.215,0.00068055,0,0.21572,69.27,0.086659,133.93,0,0.00016382,0,0.48536,0.0036192,4.5281,16.373,0,0.18229,0,2.8213,0,0,0,0.020144,2.4143,0,6194.8,0,1.8747,0.0065156,0,1.0152,0,0,40.511
2,30,232.36,1448.1,445.14,27.787,32.01,10802,4494.9,19593,71.74,2707.8,4075.9,7503.4,2508.7,1920.6,2227,0.033151,75.784,2.8047,5061.7,2766.9,1501.9,0,8664.7,7259.4,0.083962,1661.6,64091,3416.4,108.84,2530.9,4583.5,24.666,2515.7,12177
2,31,0.030472,52.497,0.30901,0.027068,0.037685,0.16233,28.081,30.428,0.11543,0.18364,0.11001,0.55628,0.48852,0.24377,9.9419,0.0059968,0.22621,0.034805,1.191,0.092023,0.13617,0.012997,0.31903,2.1385,0.0090075,1.5217,1.1687,717.31,0.51506,0.20494,0.28823,0.079849,0.1952,32.271
3,1,0.0022967,3.7417,0.0502,0.0065113,1.0889,0.035455,0.61146,5.9371,0.0040007,0.015659,0.0043019,0.024221,0.020052,0.0067699,1.1199,4.93E-05,0.00013982,0.022643,1.448,0.0037797,0.0047889,0.0061359,0.0036946,0.030877,0.0052491,0.16963,0.085558,0.02155,445.2,0.049402,0.012854,0.0049034,0.081228,0.065031
3,2,0.37915,0.77733,34.754,0.42935,47.709,45.7,1.7992,766.18,69.831,2.1756,435.91,10.032,10.745,0.057502,3.4672,0.32765,0.98999,0.25969,50.957,2.2607,0.69402,0.50439,110.85,36.021,0.10108,0.04753,9.5635,0.24499,0.065882,2824.9,146.51,1.1804,6.1558,246.09
3,3,3.3778,33.042,14.323,4.1644,61.138,906.44,1.044,45.204,1.4584,58.097,15.56,12.169,8.3676,18.826,1.3007,20.56,34.503,5.5884,97.599,25.67,10.875,0.43019,3.3313,4.051,6.4753,23.06,105.85,1.7492,0.33021,16.607,18774,22.797,6.3149,29.039
3,4,0.001754,0.016794,0.0018361,0.00016861,4.1815,21.552,0.0034389,0.15898,0.0030881,0.012701,0.002311,0.01682,0.016365,0.010512,0,1.6768,3.1974,0.023761,0.014306,15.27,1.8655,0,0.022899,0,0,0.0093965,0.001903,0,0.00017425,0.0012043,0.00075551,1835.3,0.046942,23.416
3,5,105.1,436.56,311.01,1331.6,11079,966.58,29.007,5749.7,20.398,200.63,135.53,292.83,451.67,9.4329,154.28,4.5716,1049.2,42.256,318.95,2541.1,400.55,881.49,398.58,206.09,5.7697,181.64,221.39,55.134,17.558,141.48,217.72,40.648,5.77E+05,7232.9
3,6,15216,7494.6,7404.6,20444,12958,2.60E+05,3353,58040,2660,40078,2348.2,54999,38346,6120.8,615.75,9045.7,44095,3754.4,73567,1.94E+05,90216,884.95,31537,5679.5,8006,2743.5,3788.2,501.77,216.74,4266.2,16311,29071,2.02E+05,1.28E+06
3,7,52943,7.2925,35.335,12.478,452.24,1417.8,5.4826,131.33,63.162,7.3321,17.139,50.961,806.61,2.1345,0.25796,395.78,140.1,35.802,46.476,2543.6,914.26,50.42,112.79,5.9458,2.7668,1.5747,242.72,2.3826,0.46478,33.063,9.8119,368.66,1422.4,8817.5
3,8,56.842,17555,123.34,22.524,46.919,42.602,261.39,2975.3,50.713,185.1,25.807,198.05,304.22,67.977,262.28,2.7026,4.9303,29.879,1058,88.246,50.537,17.944,303.32,130.36,14.319,144.81,142.55,93.367,213.81,67.309,18.375,5.1835,235.41,2094.2
3,9,96.597,185.6,19633,87.7,252.49,192.03,158.62,4784.4,355.34,705.99,161.18,5612.4,3183,316.5,81.049,77.223,11.555,300.1,1206.5,171.14,97.169,38.272,4710.3,267.47,161.42,106.48,266.15,31.772,31.811,413.43,33.535,29.296,332.63,5340.8
3,10,114.05,73.348,474.16,1.61E+05,542.7,1985.6,90.361,1641.3,71.729,200,95.898,1153.2,700.71,210.31,35.489,161.11,161.5,104.43,267.07,1107.9,275.94,43.488,1582.3,58.675,36.229,186.29,1956.4,25.312,34.786,129.54,84.101,19.051,1017.8,19712
3,11,165.57,6.9593,51.17,40.561,71136,1179.2,24.417,149.3,163.13,17.403,10.514,182.53,237.52,3.9607,3.117,42.551,13.641,19.961,38.687,1682.3,314.2,593.43,50.05,30.588,21.649,2.2045,335.97,2.4149,1.728,24.915,4.535,184.54,10082,2422.2
3,12,1044.3,128.81,284.97,197.66,1550.5,7.35E+05,124.96,2237,199.65,671.79,34.674,772.66,938.91,44.931,20.083,381.1,220.1,36.441,479.82,9022.3,2808.6,393.22,767.41,345.17,75.591,44.466,1042.8,35.914,12.385,169.6,84.536,572.08,5928.1,13739
3,13,3.7136,208.15,57.915,0.82472,17.83,14.151,16684,988.78,15.115,27.578,51.349,100.91,626.73,10.562,271.06,7.9383,1.1741,7.7037,182.01,6.34,0.91109,0.71108,91.697,404.4,2.2598,97.333,103.74,1057.1,28.704,50.156,13.98,0.65801,36.158,705.9
3,14,218.8,4424,3569.6,109.47,443.21,800.03,1651.3,1.77E+05,2633,2498,715.29,6161.1,5601.8,1079.8,1019.2,57.207,48.294,669.86,7684.3,1170.5,121.22,83.337,8131.3,2653.2,476.7,681.47,1531.9,398.16,278.98,1342.4,171.17,129.01,1145.2,12771
3,15,220.45,83.15,193.02,36.029,113.75,654.35,74.141,3276.1,9623.3,432.93,307.09,420.63,2324.2,192.97,41.992,35.066,12.986,80.905,959.35,964.6,72.624,33.297,419.85,566.43,102,83.881,505.16,20.992,10.139,2081.9,17.782,47.67,328.61,4568.2
3,16,119.79,169.29,592.49,78.256,235.3,425.6,170.49,2085.3,187.39,1.12E+05,91.53,4191.6,1847.3,293.62,85.49,4.0769,23.395,136.4,3367.1,485.67,139.79,311.6,660.92,231.22,3157.5,169.71,559.22,47.045,30.803,186.78,87.501,39.833,869.84,5354.5
3,17,4.5938,7.4982,31.768,8.0254,19.645,59.006,15.428,99.74,52.314,16.11,14061,44.295,45.009,19.741,4.6658,0.57993,12.234,13.058,17.908,24.349,21.263,0.92063,41.779,67.863,4.542,3.0334,402.56,3.2293,0.91241,306.86,2.7613,4.3373,71.005,614.8
3,18,225.47,295.3,5598.3,89.409,909.71,1731.7,175.6,6586.6,514.9,2755.2,310.02,1.45E+05,5522.3,632.11,90.9,66.845,33.161,486.86,3746.7,1526.2,242.24,147.68,2357.2,375.97,440.2,118.63,853.17,56.777,34.616,443.32,62.858,207.97,2433.5,13732
3,19,276.65,81.948,717.79,75.534,537.42,524.97,83.029,1556.4,402.14,1317.1,121.57,2243.6,96734,316,88.874,16.125,98.369,4178.8,866.15,298.09,240.43,104.74,1292.3,285.46,143.56,67.208,328.06,21.92,14.174,352.28,56.631,188.93,1330.4,6786.2
3,20,34.928,35.6,35.558,2.0724,54.295,11.414,26.964,426.16,17.785,36.271,21.451,71.978,150.24,22979,14.574,0.068933,1.6788,5.2887,321.81,19.729,2.886,4.3758,42.228,50.806,9.495,50.581,24.66,4.9023,3.2275,35.198,26.992,0.70978,104.68,824.15
3,21,2.3569,182.57,58.297,0.83801,6.5329,13.602,145.73,470.98,12.415,33.11,7.9485,98.478,87.933,13.928,11471,0.44026,0.19485,18.997,132.96,38.588,22.638,1.0496,46.583,106.71,3.6022,362.65,111.06,121.68,64.059,21.255,7.1596,2.6005,15.098,885.75
3,22,114.34,8.1446,273.79,122.09,41.443,2347.3,2.2983,1063.6,22.746,145.14,19.294,217.57,244.64,45.832,1.1907,79199,2408,17.441,326.26,609.97,227.43,25.715,882.86,11.249,27.966,7.0219,174.32,0.44095,1.4524,11.308,116.73,82.58,1051.9,9747.9
3,23,42.494,11.129,85.058,69.943,125.4,402.4,6.3644,203.29,15.82,95.056,3.6795,184.73,212.88,33.4,9.411,201.31,1.15E+05,11.19,107.14,400.73,191.79,28.934,103.6,21.969,16.329,8.3297,89.973,1.0331,4.0727,6.259,38.27,66.244,529.35,8238.5
3,24,446.11,117.17,403.89,4.9775,240.78,226.72,47.768,1964.9,254.64,852.64,56.953,832.56,5184.6,66.926,22.2,35.228,2.0122,7370.8,764.28,74.533,34.827,157.85,518.27,88.623,108.66,9.5542,237.58,3.7536,5.3132,336.58,24.89,13.023,830.13,4727.1
3,25,328.84,772.45,758.83,84.592,933.13,352.97,266.71,5521.5,439.01,861.75,122.4,3129.7,2691.8,564.12,222.87,8.9929,31.415,185.3,1.49E+05,736.59,111.16,94.862,712.36,334.24,145.54,217.42,513.1,78.787,209.08,401.55,133.79,57.168,2359,7380
3,26,37.246,2.8431,10.78,4.6322,60.433,985.59,1.5318,41.088,1.7543,7.7975,1.4664,32.156,28.12,0.47002,0.60635,36.823,4.3501,2.6685,9.3505,3.66E+05,237.74,8.8004,23.566,2.2388,0.33024,0.12781,23.493,0.17198,0.30262,2.8959,1.8247,440.35,372.55,1169.5
3,27,98.71,0.87728,13.593,1.2949,68.087,690.8,6.0302,18.937,0.47905,52.18,2.1571,17.219,12.515,0.72823,0.59112,75.347,4.5723,0.62818,33.642,1400.6,67090,34.885,9.9091,1.4921,5.0301,0.72619,207.65,0.88656,0.18043,2.9974,9.8539,86.077,401.94,1230.7
3,28,58.716,6.1836,31.582,70.214,374.39,62.791,6.5772,110.04,7.0943,69.899,5.1704,39.143,330.08,14.044,0.98868,7.5782,3.4631,11.583,37.556,378.93,32.089,1.21E+05,41.303,9.0522,2.2699,0.17503,33.104,0.77616,0.68228,5.7552,2.4341,35.952,3841.1,1631.3
3,29,202.68,624.34,6324.4,110.53,318.8,1102.1,294.26,12822,1053,1584.2,375.3,5137.8,7086,868.13,532.32,116.54,59.218,683.78,3754.8,635.44,207.99,101.84,26952,721.69,412.45,343.91,831.27,134.33,61.769,1024.2,127.78,174.87,1507.4,11877
